Fyers_Symbol,Stock Name,Company Name,Sector,Basic Industry,Market Cap(Cr.),Stock Price,No OF  SHARE,Circuit Limit
NSE:MPHASIS-EQ,MPHASIS,MphasiS Limited,Information Technology,Software Services,46969,2462.2,190760295.7,No Band
NSE:SUPREMEIND-EQ,SUPREMEIND,Supreme Industries Limited,Chemicals,Chemicals-Plastics,47136,3709,127085467.8,No Band
NSE:PIIND-EQ,PIIND,PI Industries Limited,Chemicals,Agro chemicals,47598,3139.7,151600471.4,No Band
NSE:VOLTAS-EQ,VOLTAS,Voltas Limited,Consumer Durables,Household Appliances,47643,1440.1,330831192.3,No Band
NSE:MOTILALOFS-EQ,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Investment Banking & Broking,49132,815.45,602513949.4,No Band
NSE:THERMAX-EQ,THERMAX,Thermax Limited,Capital Goods,Industrial Products & Manufacturing,49424,4141.4,119341285.6,20
NSE:BDL-EQ,BDL,Bharat Dynamics Limited,Capital Goods,Aerospace & Defense,50609,1380.7,366545955,No Band
NSE:PATANJALI-EQ,PATANJALI,Patanjali Foods Limited,FMCG,Food Products,50912,468.3,1087166346,No Band
NSE:GODREJPROP-EQ,GODREJPROP,Godrej Properties Limited,Realty,Real Estate,52973,1758.8,301188310.2,No Band
NSE:TIINDIA-EQ,TIINDIA,Tube Investments of India Limited,Auto,Auto Ancilaries,53942,2790.2,193326643.3,No Band
NSE:BERGEPAINT-EQ,BERGEPAINT,Berger Paints (I) Limited,Consumer Durables,Paints,54575,468.6,1164639351,20
NSE:ABBOTINDIA-EQ,ABBOTINDIA,Abbott India Limited,Healthcare,Medical-Diversified,54788,25785,21248012.41,20
NSE:HINDCOPPER-EQ,HINDCOPPER,Hindustan Copper Limited,Metals & Mining,Mining/Minerals,55086,569.6,967099719.1,20
NSE:VMM-EQ,VMM,Vishal Mega Mart Limited,Consumer Services,Diversified Retail,55611,118.95,4675157629,No Band
NSE:SUNDARMFIN-EQ,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Housing Finance,55829,5028.8,111018533.2,20
NSE:MAHABANK-EQ,MAHABANK,Bank of Maharashtra,Financial Services,PSU Banks,55948,72.73,7692561529,20
NSE:UPL-EQ,UPL,UPL Limited,Chemicals,Agro chemicals,56124,664.7,844350835,No Band
NSE:HDBFS-EQ,HDBFS,HDB Financial Services Limited,Financial Services,Finance & Investment,56603,682,829956011.7,20
NSE:COLPAL-EQ,COLPAL,Colgate Palmolive (India) Limited,FMCG,Personal Care,57259,2106,271885090.2,No Band
NSE:JSWINFRA-EQ,JSWINFRA,JSW Infrastructure Limited,Capital Goods,Ship building & Allied services,57539,274.26,2097972727,10
NSE:BIOCON-EQ,BIOCON,Biocon Limited,Healthcare,Biotechnology,58077,358.1,1621809550,No Band
NSE:MFSL-EQ,MFSL,Max Financial Services Limited,Financial Services,Life Insurance,58101,1683.2,345181796.6,No Band
NSE:FACT-EQ,FACT,Fertilizers and Chemicals Travancore Limited,Chemicals,Fertilizers,58260,902.75,645361395.7,20
NSE:PRESTIGE-EQ,PRESTIGE,Prestige Estates Projects Limited,Realty,Real Estate,58445,1356.8,430756191,No Band
NSE:APLAPOLLO-EQ,APLAPOLLO,APL Apollo Tubes Limited,Metals & Mining,Iron & Steel,58459,2105.7,277622643.3,No Band
NSE:IDFCFIRSTB-EQ,IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Private Banks,58950,68.53,8602072085,No Band
NSE:MRF-EQ,MRF,MRF Limited,Auto,Tyres & Rubber Products,59309,139855,4240749.348,20
NSE:COROMANDEL-EQ,COROMANDEL,Coromandel International Limited,Chemicals,Fertilizers,60531,2050.2,295244366.4,20
NSE:LAURUSLABS-EQ,LAURUSLABS,Laurus Labs Limited,Healthcare,Medical-Diversified,61246,1135.75,539255998.2,No Band
NSE:LINDEINDIA-EQ,LINDEINDIA,Linde India Limited,Chemicals,Chemicals-Basic,61793,7239.5,85355342.22,20
NSE:OBEROIRLTY-EQ,OBEROIRLTY,Oberoi Realty Limited,Realty,Real Estate,62117,1710.6,363129895.9,No Band
NSE:SCHAEFFLER-EQ,SCHAEFFLER,Schaeffler India Limited,Metals & Mining,Metal Fabrication,62615,4002.5,156439725.2,20
NSE:RVNL-EQ,RVNL,Rail Vikas Nigam Limited,Construction,Railways,63240,303.06,2086715502,No Band
NSE:YESBANK-EQ,YESBANK,Yes Bank Limited,Financial Services,Private Banks,63356,20.19,31379891035,No Band
NSE:UNOMINDA-EQ,UNOMINDA,UNO Minda Limited,Auto,Auto Ancilaries,63377,1097.8,577309163.8,No Band
NSE:GLENMARK-EQ,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Pharmaceuticals,63479,2249.5,282191598.1,No Band
NSE:PHOENIXLTD-EQ,PHOENIXLTD,The Phoenix Mills Limited,Realty,Real Estate,64093,1792.2,357621917.2,No Band
NSE:NAM-INDIA-EQ,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,64832,1015.05,638707452.8,No Band
NSE:JSL-EQ,JSL,Jindal Stainless Limited,Metals & Mining,Iron & Steel,64980,788.2,824410048.2,20
NSE:SBICARD-EQ,SBICARD,SBI Cards and Payment Services Limited,Financial Services,NBFC,66135,695.2,951308975.8,No Band
NSE:INDUSINDBK-EQ,INDUSINDBK,IndusInd Bank Limited,Financial Services,Private Banks,66476,853.9,778498653.2,No Band
NSE:ALKEM-EQ,ALKEM,Alkem Laboratories Limited,Healthcare,Medical-Diversified,66768,5582,119613041.9,No Band
NSE:FORTIS-EQ,FORTIS,Fortis Healthcare Limited,Healthcare,Hospitals,67175,890.2,754605706.6,No Band
NSE:IOB-EQ,IOB,Indian Overseas Bank,Financial Services,PSU Banks,67301,34.96,19250858124,20
NSE:BANKINDIA-EQ,BANKINDIA,Bank of India,Financial Services,PSU Banks,67406,148.1,4551384200,No Band
NSE:NAUKRI-EQ,NAUKRI,Info Edge (India) Limited,Media Entertainment & Publication,Web Services,68398,1054.55,648598928.5,No Band
NSE:DIXON-EQ,DIXON,Dixon Technologies (India) Limited,Capital Goods,EMS,69147,11371.5,60807281.36,No Band
NSE:OFSS-EQ,OFSS,Oracle Financial Services Software Limited,Information Technology,Software Products,69465,7992.5,86912730.69,No Band
NSE:ATGL-EQ,ATGL,Adani Total Gas Limited,"Oil, Gas & Consumable fuels",Gas Distribution,69566,632.9,1099162585,20
NSE:GICRE-EQ,GICRE,General Insurance Corporation of India,Financial Services,General Insurance,70237,400.4,1754170829,20
NSE:SAIL-EQ,SAIL,Steel Authority of India Limited,Metals & Mining,Iron & Steel,71498,173.33,4124963942,No Band
NSE:LTF-EQ,LTF,L&T Finance Limited,Financial Services,Finance & Investment,71948,287.14,2505676673,No Band
NSE:SUZLON-EQ,SUZLON,Suzlon Energy Limited,Power,Energy-Alternative,71997,52.93,13602304931,No Band
NSE:FEDERALBNK-EQ,FEDERALBNK,The Federal Bank  Limited,Financial Services,Private Banks,72421,293.75,2465395745,No Band
NSE:MCX-EQ,MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Services-Specialty,72881,2856.1,255176639.5,No Band
NSE:POLICYBZR-EQ,POLICYBZR,PB Fintech Limited,Financial Services,General Insurance,73925,1600.6,461858053.2,No Band
NSE:SRF-EQ,SRF,SRF Limited,Chemicals,Chemicals Specialty,73971,2494.5,296536380,No Band
NSE:AUBANK-EQ,AUBANK,AU Small Finance Bank Limited,Financial Services,Private Banks,74138,990.6,748415102,No Band
NSE:PAYTM-EQ,PAYTM,One 97 Communications Limited,Financial Services,Financial Services-Specialty,74393,1161.65,640408040.3,No Band
NSE:MEESHO-EQ,MEESHO,Meesho Limited,Consumer Services,E- Commerce,74695,163.67,4563756339,20
NSE:OIL-EQ,OIL,Oil India Limited,"Oil, Gas & Consumable fuels",Oil Exploration & Production,76483,470.1,1626951712,No Band
NSE:BAJAJHFL-EQ,BAJAJHFL,Bajaj Housing Finance Limited,Financial Services,Housing Finance,76507,91.8,8334095861,10
NSE:SWIGGY-EQ,SWIGGY,Swiggy Limited,Consumer Services,E- Commerce,76666,277.45,2763236619,No Band
NSE:BHARTIHEXA-EQ,BHARTIHEXA,Bharti Hexacom Limited,Telecommunication,Telecom - Cellular & Fixed line services,76965,1538.2,500357560.8,20
NSE:NYKAA-EQ,NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,E- Commerce,77242,269.66,2864421865,No Band
NSE:DABUR-EQ,DABUR,Dabur India Limited,FMCG,Personal Care,78529,442.85,1773264085,No Band
NSE:TORNTPOWER-EQ,TORNTPOWER,Torrent Power Limited,Power,Power Generation & Distribution,78840,1565,503769968.1,No Band
NSE:NMDC-EQ,NMDC,NMDC Limited,Metals & Mining,Mining/Minerals,78914,89.78,8789708176,No Band
NSE:HINDPETRO-EQ,HINDPETRO,Hindustan Petroleum Corporation Limited,"Oil, Gas & Consumable fuels",Oil & Gas-Refining & Marketing,78931,370.85,2128380747,No Band
NSE:AUROPHARMA-EQ,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Pharmaceuticals,80522,1386,580966811,No Band
NSE:NATIONALUM-EQ,NATIONALUM,National Aluminium Company Limited,Metals & Mining,Metal Fabrication,80572,438.75,1836398860,No Band
NSE:IDBI-EQ,IDBI,IDBI Bank Limited,Financial Services,Private Banks,80761,75.06,10759525713,10
NSE:ICICIPRULI-EQ,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Life Insurance,81502,562,1450213523,No Band
NSE:HAVELLS-EQ,HAVELLS,Havells India Limited,Capital Goods,Electrical - Power Equipment,81948,1306.4,627281077.8,No Band
NSE:NHPC-EQ,NHPC,NHPC Limited,Power,Energy-Alternative,83915,83.56,10042484442,No Band
NSE:PERSISTENT-EQ,PERSISTENT,Persistent Systems Limited,Information Technology,Software Services,85938,5446.5,157785734,No Band
NSE:LODHA-EQ,LODHA,Macrotech Developers Limited,Realty,Real Estate,87145,872.55,998739327.3,No Band
NSE:MANKIND-EQ,MANKIND,Mankind Pharma Limited,Healthcare,Pharmaceuticals,87713,2125,412767058.8,No Band
NSE:BHARATFORG-EQ,BHARATFORG,Bharat Forge Limited,Metals & Mining,Iron & Steel,88974,1860.5,478226283.3,No Band
NSE:ABCAPITAL-EQ,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Finance & Investment,89133,340.4,2618478261,No Band
NSE:SHREECEM-EQ,SHREECEM,SHREE CEMENT LIMITED,Construction,Cement,91272,25290,36090154.21,No Band
NSE:LLOYDSME-EQ,LLOYDSME,Lloyds Metals And Energy Limited,Metals & Mining,Iron & Steel,91342,1623.3,562693279.1,20
NSE:LENSKART-EQ,LENSKART,Lenskart Solutions Limited,Consumer Services,E- Commerce,92863,534.55,1737218221,20
NSE:INDHOTEL-EQ,INDHOTEL,The Indian Hotels Company Limited,Consumer Services,Hotels,93767,659.3,1422220537,No Band
NSE:ICICIGI-EQ,ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,General Insurance,94322,1891.6,498636075.3,No Band
NSE:NTPCGREEN-EQ,NTPCGREEN,NTPC Green Energy Limited,Power,Power Generation & Distribution,94341,111.96,8426312969,20
NSE:JSWENERGY-EQ,JSWENERGY,JSW Energy Limited,Power,Power Generation & Distribution,94568,538.05,1757606170,No Band
NSE:UNITDSPR-EQ,UNITDSPR,United Spirits Limited,FMCG,Breweries & Distilleries,94755,1302.9,727262261.1,No Band
NSE:ZYDUSLIFE-EQ,ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Pharmaceuticals,94973,943.95,1006123206,No Band
NSE:MAXHEALTH-EQ,MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Hospitals,98043,1007.65,972986652.1,No Band
NSE:MARICO-EQ,MARICO,Marico Limited,FMCG,Personal Care,98249,757.3,1297359039,No Band
NSE:RECLTD-EQ,RECLTD,REC Limited,Financial Services,NBFC,98311,373.3,2633565497,No Band
NSE:WAAREEENER-EQ,WAAREEENER,Waaree Energies Limited,Capital Goods,Electrical - Power Equipment,99704,3466.2,287646413.9,No Band
NSE:CIPLA-EQ,CIPLA,Cipla Limited,Healthcare,Pharmaceuticals,100209,1240.8,807616054.2,No Band
NSE:GMRAIRPORT-EQ,GMRAIRPORT,GMR AIRPORTS LIMITED,Construction,Civil Construction,102253,96.85,10557872999,No Band
NSE:ASHOKLEY-EQ,ASHOKLEY,Ashok Leyland Limited,Auto,Auto Manufacturers,102709,174.78,5876473281,No Band
NSE:DRREDDY-EQ,DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Medical-Diversified,103151,1235.7,834757627.3,No Band
NSE:GAIL-EQ,GAIL,GAIL (India) Limited,"Oil, Gas & Consumable fuels",Gas Distribution,103781,157.82,6575909264,No Band
NSE:IDEA-EQ,IDEA,Vodafone Idea Limited,Telecommunication,Telecom - Cellular & Fixed line services,104117,9.61,1.08342E+11,No Band
NSE:HEROMOTOCO-EQ,HEROMOTOCO,Hero MotoCorp Limited,Auto,Auto Manufacturers,104629,5230.5,200036325.4,No Band
NSE:MAZDOCK-EQ,MAZDOCK,Mazagon Dock Shipbuilders Limited,Capital Goods,Ship building & Allied services,105565,2616.4,403474239.4,No Band
NSE:GVT&D-EQ,GVT&D,GE Vernova T&D India Limited,Capital Goods,Electrical - Power Equipment,106001,4138.2,256152433.4,20
NSE:LUPIN-EQ,LUPIN,Lupin Limited,Healthcare,Pharmaceuticals,106367,2326.1,457276127.4,No Band
NSE:LGEINDIA-EQ,LGEINDIA,LG Electronics India Limited,Consumer Durables,Household Appliances,107095,1578.7,678374612,10
NSE:ENRIN-EQ,ENRIN,Siemens Energy India Limited,Capital Goods,Electrical - Power Equipment,107447,3019.6,355831898.3,20
NSE:INDUSTOWER-EQ,INDUSTOWER,Indus Towers Limited,Telecommunication,Telecom - Infrastructure,108784,412.25,2638787144,No Band
NSE:TATACONSUM-EQ,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Tea & Coffee,110268,1113.2,990549766.4,No Band
NSE:BHEL-EQ,BHEL,Bharat Heavy Electricals Limited,Capital Goods,Industrial Products & Manufacturing,110383,316.79,3484421857,No Band
NSE:APOLLOHOSP-EQ,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Hospitals,110656,7699,143727756.9,No Band
NSE:BOSCHLTD-EQ,BOSCHLTD,Bosch Limited,Auto,Auto Ancilaries,110658,37505,29504866.02,No Band
NSE:GODREJCP-EQ,GODREJCP,Godrej Consumer Products Limited,FMCG,Personal Care,113524,1109.4,1023291869,No Band
NSE:AMBUJACEM-EQ,AMBUJACEM,Ambuja Cements Limited,Construction,Cement,113903,459,2481546841,No Band
NSE:BAJAJHLDNG-EQ,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Holding Company,115133,10355.5,111180532.1,No Band
NSE:HDFCAMC-EQ,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,119608,2792.4,428334049.6,No Band
NSE:CGPOWER-EQ,CGPOWER,CG Power and Industrial Solutions Limited,Capital Goods,Electrical - Power Equipment,122041,774.8,1575129066,No Band
NSE:POLYCAB-EQ,POLYCAB,Polycab India Limited,Capital Goods,Cables - Electricals,123240,8182.5,150614115.5,No Band
NSE:GROWW-EQ,GROWW,Billionbrains Garage Ventures Limited,Financial Services,Investment Banking & Broking,124363,198.34,6270192599,20
NSE:INDIANB-EQ,INDIANB,Indian Bank,Financial Services,PSU Banks,126453,939.45,1346032253,No Band
NSE:POWERINDIA-EQ,POWERINDIA,Hitachi Energy India Limited,Capital Goods,Electrical - Power Equipment,128947,28925,44579775.28,No Band
NSE:CANBK-EQ,CANBK,Canara Bank,Financial Services,PSU Banks,129120,142.37,9069326403,No Band
NSE:JINDALSTEL-EQ,JINDALSTEL,Jindal Steel & Power Limited,Metals & Mining,Iron & Steel,130022,1270,1023795276,No Band
NSE:PNB-EQ,PNB,Punjab National Bank,Financial Services,PSU Banks,131640,114.48,11498951782,No Band
NSE:SIEMENS-EQ,SIEMENS,Siemens Limited,Diversified,Diversified Operations,132021,3707.9,356053291.6,No Band
NSE:MOTHERSON-EQ,MOTHERSON,Samvardhana Motherson International Limited,Auto,Auto Ancilaries,132091,125.03,10564744461,No Band
NSE:TMPV-EQ,TMPV,Tata Motors Passenger Vehicles Limited,Auto,Auto Manufacturers,132546,360.1,3680810886,No Band
NSE:HDFCLIFE-EQ,HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Life Insurance,133008,616.45,2157644578,No Band
NSE:CHOLAFIN-EQ,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,NBFC,134605,1579,852469917.7,No Band
NSE:BPCL-EQ,BPCL,Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable fuels",Oil & Gas-Refining & Marketing,135382,312.1,4337776354,No Band
NSE:TATAPOWER-EQ,TATAPOWER,Tata Power Company Limited,Power,Power Generation & Distribution,136424,427.6,3190458372,No Band
NSE:SOLARINDS-EQ,SOLARINDS,Solar Industries India Limited,Chemicals,Chemicals Specialty,136567,15089,90507654.58,No Band
NSE:IRFC-EQ,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Railways,137010,104.84,13068485311,No Band
NSE:BRITANNIA-EQ,BRITANNIA,Britannia Industries Limited,FMCG,Food Products,138063,5735.5,240716589.7,No Band
NSE:LTM-EQ,LTM,LTIMindtree Limited,Information Technology,Software Services,140970,4753.6,296554190.5,No Band
NSE:TORNTPHARM-EQ,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Pharmaceuticals,141437,4179.5,338406508,No Band
NSE:PIDILITIND-EQ,PIDILITIND,Pidilite Industries Limited,Chemicals,Chemicals Specialty,141847,1393.4,1017991962,No Band
NSE:CUMMINSIND-EQ,CUMMINSIND,Cummins India Limited,Capital Goods,Industrial Products & Manufacturing,142481,5140.9,277151860.6,No Band
NSE:MUTHOOTFIN-EQ,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,NBFC,143386,3571.3,401495253.8,No Band
NSE:TATACAP-EQ,TATACAP,Tata Capital Limited,Financial Services,Finance & Investment,143476,337.85,4246736717,10
NSE:BSE-EQ,BSE,BSE Limited,Financial Services,Financial Services-Specialty,143837,3531.5,407297182.5,No Band
NSE:UNIONBANK-EQ,UNIONBANK,Union Bank of India,Financial Services,PSU Banks,144237,188.91,7635223122,No Band
NSE:BANKBARODA-EQ,BANKBARODA,Bank of Baroda,Financial Services,PSU Banks,145124,280.44,5174868064,No Band
NSE:TRENT-EQ,TRENT,Trent Limited,Consumer Services,Retail-Department Stores,145987,4107.7,355398398.1,No Band
NSE:TECHM-EQ,TECHM,Tech Mahindra Limited,Information Technology,Software Services,148103,1511.4,979906047.4,No Band
NSE:ABB-EQ,ABB,ABB India Limited,Capital Goods,Electrical - Power Equipment,148872,7029.5,211781776.8,No Band
NSE:DLF-EQ,DLF,DLF Limited,Realty,Real Estate,148951,601.75,2475297050,No Band
NSE:ADANIENSOL-EQ,ADANIENSOL,Adani Energy Solutions Limited,Power,Power Generation & Distribution,151374,1259.8,1201571678,No Band
NSE:PFC-EQ,PFC,Power Finance Corporation Limited,Financial Services,NBFC,153371,464.85,3299365387,No Band
NSE:HYUNDAI-EQ,HYUNDAI,Hyundai Motor India Limited,Auto,Auto Manufacturers,154501,1902.8,811966575.6,No Band
NSE:JIOFIN-EQ,JIOFIN,Jio Financial Services Limited,Financial Services,Investment Banking & Broking,154908,243.86,6352333306,No Band
NSE:VBL-EQ,VBL,Varun Beverages Limited,FMCG,Other Beverages,159964,473.9,3375480059,No Band
NSE:TMCV-EQ,TMCV,Tata Motors Limited,Auto,Auto Manufacturers,161746,439.1,3683580050,20
NSE:ICICIAMC-EQ,ICICIAMC,ICICI Prudential Asset Management Company Limited,Financial Services,Asset Management,164985,3338.9,494129803.2,10
NSE:DIVISLAB-EQ,DIVISLAB,Divi's Laboratories Limited,Healthcare,Pharmaceuticals,165255,6229,265299406,No Band
NSE:TVSMOTOR-EQ,TVSMOTOR,TVS Motor Company Limited,Auto,Auto Manufacturers,177795,3735.8,475922158.6,No Band
NSE:INDIGO-EQ,INDIGO,InterGlobe Aviation Limited,Services,Airlines,179471,4638.4,386924370.5,No Band
NSE:GRASIM-EQ,GRASIM,Grasim Industries Limited,Construction,Construction Products Miscallaneous,185204,2720.5,680771916.9,No Band
NSE:ADANIGREEN-EQ,ADANIGREEN,Adani Green Energy Limited,Power,Energy-Alternative,185744,1127.3,1647689169,No Band
NSE:EICHERMOT-EQ,EICHERMOT,Eicher Motors Limited,Auto,Auto Manufacturers,197200,7189.5,274288893.5,No Band
NSE:SBILIFE-EQ,SBILIFE,SBI Life Insurance Company Limited,Financial Services,Life Insurance,197729,1970.9,1003242174,No Band
NSE:IOC-EQ,IOC,Indian Oil Corporation Limited,"Oil, Gas & Consumable fuels",Oil & Gas-Refining & Marketing,206057,145.88,14125102824,No Band
NSE:WIPRO-EQ,WIPRO,Wipro Limited,Information Technology,Software Services,214362,204.32,10491483947,No Band
NSE:HINDALCO-EQ,HINDALCO,Hindalco Industries Limited,Metals & Mining,Metal Fabrication,233542,1039,2247757459,No Band
NSE:ASIANPAINT-EQ,ASIANPAINT,Asian Paints Limited,Consumer Durables,Paints,236341,2464,959176136.4,No Band
NSE:ETERNAL-EQ,ETERNAL,ETERNAL LIMITED,Consumer Services,E- Commerce,243729,252.61,9648430387,No Band
NSE:SHRIRAMFIN-EQ,SHRIRAMFIN,Shriram Finance Limited,Financial Services,NBFC,244033,1036.95,2353372872,No Band
NSE:NESTLEIND-EQ,NESTLEIND,Nestle India Limited,FMCG,Food Products,247677,1285.6,1926547915,No Band
NSE:HINDZINC-EQ,HINDZINC,Hindustan Zinc Limited,Metals & Mining,Mining/Minerals,250286,592.3,4225662671,No Band
NSE:TATASTEEL-EQ,TATASTEEL,Tata Steel Limited,Metals & Mining,Iron & Steel,264788,212.12,12482934188,No Band
NSE:COALINDIA-EQ,COALINDIA,Coal India Limited,"Oil, Gas & Consumable fuels",Coal Products,270296,438.75,6160592593,No Band
NSE:BAJAJ-AUTO-EQ,BAJAJ-AUTO,Bajaj Auto Limited,Auto,Auto Manufacturers,273201,9773.5,279532409.1,No Band
NSE:ADANIENT-EQ,ADANIENT,Adani Enterprises Limited,Capital Goods,Electrical Miscallaneous,288409,2218.3,1300135239,No Band
NSE:HAL-EQ,HAL,Hindustan Aeronautics Limited,Capital Goods,Aerospace & Defense,293360,4388.1,668535357,No Band
NSE:BAJAJFINSV-EQ,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Finance & Investment,294212,1838.9,1599934744,No Band
NSE:POWERGRID-EQ,POWERGRID,Power Grid Corporation of India Limited,Power,Power Generation & Distribution,295852,318.1,9300597296,No Band
NSE:DMART-EQ,DMART,Avenue Supermarts Limited,Consumer Services,Diversified Retail,301984,4628.5,652444636.5,No Band
NSE:JSWSTEEL-EQ,JSWSTEEL,JSW Steel Limited,Metals & Mining,Iron & Steel,303147,1240.3,2444142546,No Band
NSE:VEDL-EQ,VEDL,Vedanta Limited,Metals & Mining,Mining/Minerals,307982,787.5,3910882540,No Band
NSE:BEL-EQ,BEL,Bharat Electronics Limited,Capital Goods,Aerospace & Defense,338297,462.75,7310578066,No Band
NSE:ULTRACEMCO-EQ,ULTRACEMCO,UltraTech Cement Limited,Construction,Cement,350190,11886,294623927.3,No Band
NSE:ONGC-EQ,ONGC,Oil & Natural Gas Corporation Limited,"Oil, Gas & Consumable fuels",Oil Exploration & Production,357342,284.05,12580249956,No Band
NSE:ADANIPORTS-EQ,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Capital Goods,Ship building & Allied services,362586,1573.4,2304474387,No Band
NSE:KOTAKBANK-EQ,KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Private Banks,381294,383.6,9939885297,No Band
NSE:NTPC-EQ,NTPC,NTPC Limited,Power,Power Generation & Distribution,381660,393.6,9696646341,No Band
NSE:ADANIPOWER-EQ,ADANIPOWER,Adani Power Limited,Power,Power Generation & Distribution,382979,198.5,19293652393,No Band
NSE:ITC-EQ,ITC,ITC Limited,FMCG,Tobacco,384340,306.8,12527379400,No Band
NSE:HCLTECH-EQ,HCLTECH,HCL Technologies Limited,Information Technology,Software Services,391257,1442.3,2712729668,No Band
NSE:M&M-EQ,M&M,Mahindra & Mahindra Limited,Auto,Auto Manufacturers,398071,3200.2,1243894132,No Band
NSE:TITAN-EQ,TITAN,Titan Company Limited,Consumer Durables,Jewellery,401812,4525.9,887805740.3,No Band
NSE:SUNPHARMA-EQ,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Pharmaceuticals,401996,1675.5,2399259922,No Band
NSE:AXISBANK-EQ,AXISBANK,Axis Bank Limited,Financial Services,Private Banks,422374,1359.1,3107747774,No Band
NSE:MARUTI-EQ,MARUTI,Maruti Suzuki India Limited,Auto,Auto Manufacturers,422999,13453,314427265.3,No Band
NSE:HINDUNILVR-EQ,HINDUNILVR,Hindustan Unilever Limited,FMCG,Personal Care,526410,2240.8,2349205641,No Band
NSE:LICI-EQ,LICI,Life Insurance Corporation Of India,Financial Services,Life Insurance,532217,842.2,6319365946,No Band
NSE:INFY-EQ,INFY,Infosys Limited,Information Technology,Software Services,534936,1318.7,4056540532,No Band
NSE:LT-EQ,LT,Larsen & Toubro Limited,Construction,Civil Construction,563807,4096.1,1376448329,No Band
NSE:BAJFINANCE-EQ,BAJFINANCE,Bajaj Finance Limited,Financial Services,NBFC,565222,908.25,6223198459,No Band
NSE:TCS-EQ,TCS,Tata Consultancy Services Limited,Information Technology,Software Services,933936,2581.5,3617803603,No Band
NSE:ICICIBANK-EQ,ICICIBANK,ICICI Bank Limited,Financial Services,Private Banks,964543,1346.8,7161738937,No Band
NSE:SBIN-EQ,SBIN,State Bank of India,Financial Services,PSU Banks,996810,1080.25,9227586207,No Band
NSE:BHARTIARTL-EQ,BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecom - Cellular & Fixed line services,1125491,1846.9,6093946613,No Band
NSE:HDFCBANK-EQ,HDFCBANK,HDFC Bank Limited,Financial Services,Private Banks,1231238,799.9,15392399050,No Band
NSE:RELIANCE-EQ,RELIANCE,Reliance Industries Limited,"Oil, Gas & Consumable fuels",Oil & Gas-Integrated,1846975,1365,13530952381,No Band
